python_skill,java_skill,cpp_skill,javascript_skill,html_css_skill,sql_skill,machine_learning_interest,web_development_interest,data_analysis_interest,cybersecurity_interest,statistics_skill,problem_solving,communication_skill,creativity,logical_thinking,teamwork,cloud_computing_interest,networking_skill,debugging_skill,aptitude_score,career_path
6,7,2,10,7,8,1,8,3,6,7,5,10,5,9,9,7,4,7,100,Full Stack Developer
6,7,6,1,5,10,5,3,8,6,5,8,3,7,9,4,7,10,6,100,Cybersecurity Engineer
9,5,6,2,6,6,7,6,5,3,5,5,7,9,8,3,5,4,5,100,Data Analyst
2,4,8,1,4,8,3,5,3,7,6,7,7,7,6,0,3,5,4,87,Data Analyst
4,2,5,10,10,9,1,7,5,7,9,2,7,8,5,10,5,3,5,96,Full Stack Developer
3,4,6,10,9,10,5,10,6,8,6,5,7,5,4,3,3,10,4,91,Full Stack Developer
3,2,3,7,5,5,6,5,6,4,4,7,5,1,6,4,5,10,5,100,Data Analyst
5,0,4,8,5,10,8,7,7,9,5,8,5,8,10,7,6,6,7,85,Cybersecurity Engineer
5,6,4,2,5,8,6,5,10,6,8,5,6,6,8,6,6,4,9,91,Data Analyst
7,4,7,3,0,7,10,2,2,5,10,6,10,7,8,2,6,4,4,93,AI Engineer
5,6,5,6,9,5,10,8,9,4,10,6,6,4,7,3,6,3,4,100,Data Analyst
6,5,7,6,0,5,7,4,5,6,7,7,9,2,5,6,5,6,3,88,AI Engineer
3,7,5,10,6,7,3,10,5,6,4,8,5,5,7,5,3,7,4,100,Full Stack Developer
10,4,6,4,7,5,4,3,1,3,2,5,5,6,7,4,7,7,9,100,Cybersecurity Engineer
7,5,4,8,9,7,8,9,9,1,5,5,4,3,8,7,10,3,4,94,Data Analyst
5,2,6,7,5,3,6,4,1,10,4,9,7,7,4,7,3,9,7,96,Cybersecurity Engineer
4,9,3,6,6,6,10,6,5,6,10,5,4,2,7,4,7,4,4,87,AI Engineer
6,5,5,7,10,7,9,9,5,3,2,5,7,5,4,5,4,9,7,95,Full Stack Developer
9,5,3,4,6,6,5,7,5,6,5,5,8,2,7,9,4,6,7,65,Data Analyst
2,6,6,2,3,5,4,7,3,10,7,6,3,2,4,8,4,10,1,94,Cybersecurity Engineer
8,3,6,7,4,5,5,3,10,6,4,6,4,2,4,4,8,6,8,87,Data Analyst
6,4,5,10,10,6,5,10,5,3,1,4,8,3,5,3,7,6,9,92,Full Stack Developer
7,4,4,6,2,5,5,6,6,5,10,6,3,5,6,3,3,4,5,75,Data Analyst
4,5,5,8,6,10,5,0,9,5,10,10,10,4,5,3,6,6,3,100,Data Analyst
5,2,6,10,2,3,3,8,2,6,3,5,4,6,3,5,4,9,4,98,Cybersecurity Engineer
6,7,5,7,3,5,8,0,10,6,4,8,5,3,2,5,5,7,7,89,Data Analyst
8,4,3,4,2,3,5,5,3,8,8,7,10,7,8,4,8,8,8,100,Cybersecurity Engineer
7,6,0,1,6,5,9,1,9,1,10,3,3,5,1,3,8,8,4,72,Data Analyst
8,4,2,7,8,5,7,6,0,0,3,7,9,3,4,6,9,0,5,100,Full Stack Developer
5,4,8,7,4,2,3,3,7,8,6,4,8,4,7,5,8,8,9,100,Cybersecurity Engineer
10,10,3,1,5,10,10,8,5,4,10,5,6,8,10,7,6,7,2,100,AI Engineer
4,7,4,10,6,6,2,3,7,3,10,8,3,3,4,4,7,3,2,100,Data Analyst
6,2,6,9,6,7,5,4,3,1,9,8,3,7,4,5,8,4,5,100,Data Analyst
10,5,8,1,5,1,7,4,9,6,8,6,7,1,6,7,4,3,6,100,AI Engineer
5,2,3,3,2,4,3,5,9,5,8,4,2,6,3,7,3,9,5,92,Data Analyst
3,8,3,1,4,7,1,0,7,6,5,7,3,4,7,4,4,10,0,100,Cybersecurity Engineer
7,5,4,0,3,10,7,5,9,6,10,5,8,5,7,0,6,6,6,100,Data Analyst
5,7,3,8,5,6,7,1,10,3,5,7,4,5,9,7,9,3,6,97,AI Engineer
4,3,5,0,9,4,8,3,9,3,10,4,8,0,9,5,7,5,7,92,AI Engineer
7,4,3,4,1,5,10,2,5,3,10,10,7,2,8,8,8,6,5,83,AI Engineer
8,8,3,3,7,6,6,0,6,2,5,5,7,7,2,7,6,4,5,97,Data Analyst
5,6,5,5,3,6,5,4,5,9,5,2,3,1,7,8,6,8,4,100,Cybersecurity Engineer
8,6,8,10,6,5,3,6,2,4,5,5,5,10,7,4,3,0,6,58,Full Stack Developer
5,7,2,7,6,6,3,5,4,7,7,5,1,7,5,5,6,7,8,100,Cybersecurity Engineer
3,2,1,5,3,4,9,3,7,8,8,7,6,6,3,1,4,4,5,86,AI Engineer
5,0,3,7,6,5,5,3,3,7,4,4,5,4,6,2,10,9,7,89,Cybersecurity Engineer
7,7,3,5,5,0,5,4,6,4,7,8,3,3,9,4,6,10,5,100,Cybersecurity Engineer
5,4,1,1,2,8,7,1,6,1,10,10,6,8,9,2,5,6,1,100,Data Analyst
2,10,9,7,8,6,5,5,3,5,9,7,9,6,4,1,6,5,6,95,Full Stack Developer
10,3,3,2,6,6,7,1,7,2,10,8,1,3,10,3,8,5,5,100,AI Engineer
7,4,6,3,2,7,5,4,6,1,10,2,5,5,10,4,7,4,4,95,Data Analyst
5,2,4,10,9,4,6,10,5,3,6,6,10,4,5,4,5,5,5,100,Full Stack Developer
8,9,6,6,6,5,2,5,6,2,5,8,3,2,6,9,9,4,3,100,Data Analyst
10,7,8,2,7,2,4,3,0,5,4,9,4,7,3,7,7,6,10,69,Cybersecurity Engineer
6,5,6,7,7,6,3,5,7,10,10,5,2,4,8,5,3,9,7,100,Cybersecurity Engineer
4,6,8,2,4,7,8,5,6,5,10,3,7,6,8,5,5,5,1,82,Data Analyst
4,5,8,5,6,4,4,6,3,3,2,7,5,5,4,5,6,6,2,100,Cybersecurity Engineer
9,3,5,6,5,8,6,4,8,5,10,8,5,4,8,3,3,1,9,100,Data Analyst
5,5,9,10,10,8,5,7,7,6,6,5,7,10,4,8,5,2,4,96,Full Stack Developer
1,5,7,6,9,4,6,0,3,10,5,7,6,10,5,4,4,10,8,75,Cybersecurity Engineer
4,3,7,5,6,5,6,9,3,7,5,6,7,6,6,7,2,10,8,100,Cybersecurity Engineer
7,4,6,4,7,3,5,2,1,7,9,7,4,6,2,3,5,9,7,100,Cybersecurity Engineer
2,5,2,3,7,7,6,5,4,4,7,10,6,5,6,4,10,9,6,90,Cybersecurity Engineer
3,2,9,8,8,6,7,5,3,4,5,8,3,1,2,7,7,1,8,87,Full Stack Developer
3,7,6,6,7,9,1,7,5,5,6,8,8,6,8,7,5,4,7,100,Full Stack Developer
6,4,6,6,6,7,9,5,9,6,8,4,7,5,4,4,10,1,1,83,Data Analyst
6,2,8,5,2,8,3,5,6,7,5,7,6,6,6,5,6,10,8,100,Cybersecurity Engineer
7,5,0,4,9,7,8,8,0,3,9,8,7,2,10,4,9,2,4,85,AI Engineer
6,2,4,9,10,8,5,6,6,5,3,6,1,10,6,9,4,6,5,65,Full Stack Developer
7,8,4,9,9,5,6,10,9,7,7,5,6,8,4,3,6,6,7,100,Full Stack Developer
3,5,7,9,8,5,3,8,4,8,2,10,5,7,6,3,9,4,10,100,Full Stack Developer
2,4,5,8,9,10,5,8,0,6,10,9,6,10,5,6,6,4,1,100,Full Stack Developer
5,8,4,8,3,5,1,4,3,7,3,10,7,5,9,10,8,10,8,100,Cybersecurity Engineer
3,6,6,2,0,3,6,4,4,4,8,0,8,6,6,4,6,8,5,100,Cybersecurity Engineer
7,2,3,4,4,6,5,3,8,10,10,7,8,3,4,6,5,5,3,81,Data Analyst
6,4,5,4,3,5,3,5,2,4,7,10,8,6,4,8,10,10,8,100,Cybersecurity Engineer
5,10,6,5,5,4,6,6,4,4,7,6,8,4,4,5,6,10,9,92,Cybersecurity Engineer
5,4,6,6,3,6,7,5,7,2,7,10,6,9,4,6,1,5,7,100,AI Engineer
5,6,2,7,9,7,3,8,7,6,8,9,3,5,8,5,4,9,8,86,Data Analyst
10,5,10,7,3,0,3,6,3,2,6,2,5,5,3,9,4,10,10,95,Cybersecurity Engineer
5,6,2,4,2,9,10,2,6,3,10,5,7,6,10,3,2,3,2,68,AI Engineer
8,5,0,2,2,4,10,4,4,2,10,6,4,4,8,6,6,3,5,98,AI Engineer
1,7,5,7,4,4,6,4,3,8,2,5,6,7,7,6,7,8,4,100,Cybersecurity Engineer
10,2,5,4,5,7,8,5,7,3,9,6,4,4,8,5,5,6,2,100,AI Engineer
8,5,8,4,2,5,2,3,5,8,8,5,0,5,1,4,4,10,6,100,Cybersecurity Engineer
7,6,1,5,4,6,4,7,6,7,2,10,5,7,9,6,5,9,9,100,Cybersecurity Engineer
7,3,5,10,9,9,4,9,5,6,2,7,3,5,8,9,8,2,6,100,Full Stack Developer
6,6,4,5,4,2,7,2,5,1,10,5,5,6,8,7,4,0,4,98,AI Engineer
5,6,4,10,9,7,9,6,0,6,9,4,10,6,8,7,5,8,10,80,Full Stack Developer
6,2,5,5,3,6,7,5,8,7,10,4,10,9,5,7,8,8,1,97,Data Analyst
5,5,7,5,7,7,2,9,2,2,8,6,4,5,8,8,3,4,8,94,Full Stack Developer
6,6,1,1,5,10,8,4,2,5,8,6,5,6,6,3,6,2,4,60,AI Engineer
7,2,6,7,4,9,5,2,5,2,10,6,6,10,5,0,6,5,4,100,AI Engineer
7,8,3,3,3,5,7,5,2,6,10,4,0,2,6,10,9,1,4,89,AI Engineer
6,2,3,10,4,8,10,3,6,8,10,6,4,2,6,1,5,2,6,82,AI Engineer
5,6,7,7,10,9,7,10,0,4,6,9,3,5,8,2,6,4,6,100,Full Stack Developer
9,2,2,5,4,2,7,3,5,5,10,8,4,6,7,1,5,8,6,57,AI Engineer
5,4,2,10,4,7,3,9,3,7,4,6,6,4,7,8,5,4,9,68,Full Stack Developer
7,4,5,5,5,7,8,5,6,3,9,6,4,3,5,2,9,4,6,76,Data Analyst
10,2,5,10,5,10,3,8,7,6,8,10,2,7,8,3,9,9,10,100,Full Stack Developer
5,5,3,7,7,4,7,6,4,6,10,4,5,3,8,3,4,6,10,100,Data Analyst
0,2,9,10,7,7,6,8,4,5,6,7,3,10,10,2,6,10,9,100,Full Stack Developer
5,3,3,4,3,3,5,6,3,8,6,4,6,7,5,10,8,10,7,100,Cybersecurity Engineer
4,9,10,7,5,6,4,5,4,7,8,3,8,1,8,1,10,7,6,100,Cybersecurity Engineer
7,3,6,5,5,2,5,7,7,7,3,6,6,10,7,7,5,7,7,100,Cybersecurity Engineer
0,6,5,7,6,4,1,6,1,2,3,6,3,5,3,4,1,8,7,76,Full Stack Developer
5,10,8,6,5,8,0,5,5,8,9,10,5,5,6,5,10,8,2,62,Cybersecurity Engineer
4,10,5,8,9,9,7,4,4,6,6,8,9,7,8,9,7,4,8,100,Full Stack Developer
7,4,7,2,1,8,7,6,3,0,7,6,5,8,7,10,6,0,10,69,AI Engineer
5,4,4,6,3,8,4,7,9,4,9,4,3,5,2,5,6,2,6,93,Data Analyst
7,3,9,9,10,6,6,5,8,4,6,3,7,4,6,4,6,4,4,82,Full Stack Developer
6,6,1,7,3,4,9,7,8,5,10,1,4,4,10,4,9,5,5,76,AI Engineer
6,0,3,7,4,6,6,8,9,10,9,6,2,7,5,6,3,3,3,98,AI Engineer
4,3,5,3,0,10,7,5,10,1,10,10,9,5,8,3,4,9,8,100,Data Analyst
6,4,1,3,5,7,4,4,6,4,4,1,3,6,0,5,4,7,4,100,AI Engineer
7,4,6,6,6,7,6,4,7,3,9,7,0,6,5,6,4,6,9,77,Data Analyst
7,5,5,9,7,7,8,6,7,7,5,8,5,10,10,5,10,10,5,100,AI Engineer
2,3,7,0,8,9,1,5,6,7,8,9,3,6,4,4,4,8,3,100,Cybersecurity Engineer
8,6,4,5,10,4,6,8,8,8,5,8,8,10,7,5,4,0,8,100,Full Stack Developer
9,0,3,2,3,2,9,4,9,2,9,8,5,5,5,7,7,2,6,100,AI Engineer
8,3,0,3,3,6,10,6,10,5,10,7,9,9,6,5,3,7,9,100,AI Engineer
6,5,5,0,2,7,10,5,7,6,8,6,5,9,7,3,2,2,7,98,Data Analyst
4,6,0,5,5,10,5,2,6,5,10,7,4,5,5,8,7,5,6,100,Data Analyst
0,5,10,10,10,4,4,10,7,3,2,6,10,2,8,6,4,7,4,100,Full Stack Developer
3,4,5,3,1,3,3,5,1,9,5,5,8,8,7,2,8,7,5,100,Cybersecurity Engineer
5,5,10,8,4,8,6,10,8,1,4,3,7,10,5,7,3,5,5,100,Full Stack Developer
5,5,1,3,3,7,5,0,3,7,6,5,7,10,9,8,5,9,9,100,Cybersecurity Engineer
4,6,7,5,7,4,4,1,3,4,4,8,0,3,10,5,2,9,5,100,Cybersecurity Engineer
6,6,4,3,3,7,9,0,9,8,6,3,6,4,9,2,3,8,4,100,AI Engineer
10,4,2,10,9,9,4,6,4,6,3,9,2,9,2,8,4,2,2,78,Full Stack Developer
6,0,2,3,2,9,5,8,7,6,8,3,7,2,10,4,7,5,5,100,Data Analyst
5,8,0,5,8,7,5,7,10,4,2,4,3,7,8,8,5,6,6,100,Full Stack Developer
5,7,7,6,9,8,6,5,6,2,10,8,0,8,5,5,5,1,5,100,Data Analyst
8,5,4,5,4,7,6,1,4,6,8,7,3,3,5,7,7,6,3,79,AI Engineer
0,5,2,10,10,8,7,8,4,10,1,10,8,7,4,2,4,7,2,100,Full Stack Developer
7,2,2,3,10,6,6,6,7,4,2,6,9,4,6,5,6,6,9,100,Full Stack Developer
6,7,0,6,4,7,7,4,4,4,6,9,0,10,8,6,7,10,5,100,Cybersecurity Engineer
2,8,5,1,5,9,7,9,8,3,9,4,4,5,7,5,5,5,7,66,Data Analyst
6,6,2,5,2,5,3,10,10,4,6,3,4,0,6,2,6,6,5,100,Data Analyst
3,6,6,7,1,5,6,5,4,5,8,8,8,5,4,6,5,8,4,100,Cybersecurity Engineer
6,5,2,0,6,4,7,6,5,7,5,3,5,3,9,7,6,9,9,48,Cybersecurity Engineer
7,1,5,4,4,4,6,5,4,5,3,4,3,5,10,5,4,8,5,73,Cybersecurity Engineer
8,3,7,9,0,10,3,2,9,4,9,10,5,7,5,6,7,6,3,96,Data Analyst
9,10,1,1,2,8,8,8,4,6,3,8,7,3,9,6,2,10,10,54,Cybersecurity Engineer
7,4,7,4,7,8,5,7,5,5,10,10,5,5,5,6,0,1,8,100,Data Analyst
6,7,5,7,0,6,4,6,4,10,3,4,6,5,4,4,4,6,7,74,Cybersecurity Engineer
8,7,7,8,6,6,6,3,7,6,10,8,7,5,7,6,9,4,6,100,Data Analyst
4,4,5,5,2,5,3,6,2,6,5,9,6,6,6,6,5,6,5,100,Cybersecurity Engineer
5,5,5,4,9,3,9,7,4,4,10,4,4,5,6,9,6,6,1,100,Data Analyst
5,3,8,4,4,4,6,3,3,4,8,6,5,6,6,2,6,4,6,100,AI Engineer
8,6,5,10,8,3,4,3,1,5,7,8,3,5,3,4,10,10,7,100,Cybersecurity Engineer
6,8,7,5,4,8,2,8,10,4,10,9,3,5,9,3,5,5,9,93,Data Analyst
3,3,5,2,6,6,7,7,4,9,8,6,6,6,6,7,6,10,3,96,Cybersecurity Engineer
7,4,4,5,3,6,1,3,5,6,4,8,7,8,7,6,6,10,8,85,Cybersecurity Engineer
6,6,2,3,8,5,6,6,8,5,10,3,4,7,6,4,9,6,7,100,AI Engineer
4,4,3,2,6,6,9,10,5,6,9,7,3,5,9,7,6,8,5,79,AI Engineer
9,5,7,3,5,7,7,8,7,6,9,9,4,4,6,6,8,8,3,90,AI Engineer
5,5,6,10,10,9,6,10,4,4,3,10,7,8,10,5,7,8,10,90,Full Stack Developer
4,2,7,3,7,7,5,5,7,6,7,6,9,7,9,6,7,9,6,72,Cybersecurity Engineer
4,2,6,8,10,8,5,7,7,4,5,3,9,6,9,4,6,7,8,69,Full Stack Developer
8,7,3,7,1,10,6,9,3,4,10,6,4,6,5,6,8,8,2,100,Cybersecurity Engineer
9,4,7,5,0,7,5,5,4,5,8,6,7,4,3,8,7,0,4,79,AI Engineer
6,2,10,7,10,7,4,5,7,3,7,6,7,5,6,3,4,6,7,94,Full Stack Developer
5,7,9,7,10,7,3,7,3,2,3,0,7,8,4,5,2,7,7,100,Full Stack Developer
4,3,5,4,5,7,4,3,4,5,4,4,4,6,6,6,6,10,5,100,Cybersecurity Engineer
8,6,4,5,3,7,4,0,5,8,8,7,4,7,5,3,7,10,6,85,Cybersecurity Engineer
5,5,7,5,5,10,5,7,9,1,10,5,1,4,3,6,9,5,7,100,Data Analyst
8,7,4,2,5,3,4,3,4,8,6,7,3,6,9,3,6,10,1,99,Cybersecurity Engineer
10,3,6,7,2,5,6,4,3,1,10,4,5,4,8,8,9,6,6,81,AI Engineer
9,3,4,7,5,8,5,2,4,8,5,9,6,8,9,6,5,9,9,98,Full Stack Developer
6,4,5,4,5,3,10,4,10,6,10,4,1,1,4,9,8,6,0,68,AI Engineer
6,7,7,0,7,7,8,4,8,6,7,6,2,2,5,7,6,6,7,100,AI Engineer
7,10,0,2,7,8,8,3,9,8,10,4,5,4,8,8,6,3,9,100,AI Engineer
8,5,3,10,4,3,0,8,8,3,3,9,8,10,6,6,9,5,8,57,Full Stack Developer
5,6,0,9,8,8,5,6,4,4,6,4,6,9,6,5,5,7,7,90,Full Stack Developer
7,7,5,9,8,2,0,7,3,5,5,6,8,6,1,5,9,1,7,100,Full Stack Developer
6,4,7,7,3,7,3,3,6,8,9,8,3,3,7,7,5,10,9,87,Cybersecurity Engineer
5,5,3,3,4,6,3,3,9,5,9,5,2,3,6,7,1,0,9,100,Data Analyst
5,3,8,6,4,4,5,2,4,8,3,6,10,10,6,4,5,9,6,100,Cybersecurity Engineer
2,6,7,8,10,5,2,10,8,4,5,10,6,7,6,5,5,2,8,84,Full Stack Developer
7,1,4,6,6,6,0,5,5,2,4,6,3,8,5,6,4,5,6,91,Full Stack Developer
5,9,4,10,10,7,9,8,6,2,4,4,2,10,6,10,3,4,5,72,Full Stack Developer
7,9,3,10,8,6,1,5,6,6,6,4,4,7,5,6,5,4,6,96,Full Stack Developer
8,2,3,5,10,3,6,8,10,4,10,7,9,4,5,4,7,5,3,100,Data Analyst
4,3,8,2,7,6,3,4,5,5,1,2,1,5,9,7,1,8,8,89,Cybersecurity Engineer
4,6,7,7,9,1,4,8,4,5,7,3,5,6,4,4,7,6,10,89,Full Stack Developer
2,10,3,8,8,10,9,6,8,0,8,9,10,5,7,4,7,5,7,100,Full Stack Developer
9,5,4,4,1,10,4,6,5,4,7,4,8,6,8,5,9,3,6,81,Data Analyst
8,7,7,1,5,4,7,7,7,4,8,3,8,7,3,4,3,5,6,99,Data Analyst
6,2,2,6,10,4,2,9,2,1,7,5,7,6,7,7,6,3,6,91,Full Stack Developer
8,8,7,7,7,7,5,6,7,6,1,6,5,8,1,3,5,6,7,100,Full Stack Developer
9,4,6,0,6,3,0,7,7,7,5,4,6,7,7,1,8,6,9,100,Cybersecurity Engineer
5,8,4,2,5,3,7,5,6,3,7,10,5,9,10,8,2,6,6,94,AI Engineer
5,5,4,5,4,7,5,4,5,7,9,5,5,3,5,9,6,4,10,100,Data Analyst
4,1,7,7,10,3,2,10,9,0,8,10,8,6,1,6,7,5,9,63,Full Stack Developer
4,4,2,7,6,2,9,9,7,2,10,6,4,6,4,1,6,6,4,57,AI Engineer
3,4,4,10,10,2,4,7,1,5,2,3,4,9,6,7,6,6,8,98,Full Stack Developer
4,7,7,10,10,2,3,7,8,5,3,5,5,9,10,8,8,8,8,100,Full Stack Developer
6,5,3,3,4,1,0,7,8,10,7,7,5,4,8,3,10,7,6,100,Cybersecurity Engineer
7,2,6,5,1,3,9,3,6,3,10,4,5,5,7,6,2,5,7,100,AI Engineer
6,4,7,8,1,5,8,2,7,4,10,6,4,10,9,7,7,6,9,100,AI Engineer
7,1,5,2,3,1,10,2,5,2,9,6,4,3,10,1,6,5,7,92,AI Engineer
8,5,5,6,3,8,7,1,3,3,10,9,7,9,5,6,4,2,2,100,AI Engineer
9,4,7,10,8,7,6,4,6,0,7,10,8,9,3,5,7,6,7,74,Full Stack Developer
0,6,4,8,8,5,8,4,2,5,4,6,8,5,7,2,5,1,8,93,Full Stack Developer
7,4,0,7,7,10,7,2,7,5,10,6,0,6,7,6,6,7,7,93,Data Analyst
8,7,4,6,3,8,1,3,2,10,8,4,4,9,8,10,7,6,2,94,Cybersecurity Engineer
6,9,5,10,10,8,3,7,2,5,3,6,6,10,6,4,9,6,6,100,Full Stack Developer
3,3,9,6,2,4,10,4,6,10,6,7,1,6,8,9,4,10,8,100,Cybersecurity Engineer
5,7,6,7,5,4,5,6,3,4,5,8,6,6,7,1,6,0,6,99,Full Stack Developer
6,5,6,4,6,6,5,6,7,6,4,7,5,10,8,5,5,10,5,100,Cybersecurity Engineer
6,2,4,6,4,10,6,8,9,2,7,7,7,4,7,6,3,1,5,100,Data Analyst
4,3,6,9,5,6,7,6,0,8,2,3,8,3,1,6,7,5,6,61,Full Stack Developer
10,8,3,6,3,9,4,5,5,3,7,7,6,5,4,6,5,7,4,100,Cybersecurity Engineer
4,3,1,6,7,5,2,5,5,8,4,4,6,8,7,6,6,8,6,100,Data Analyst
8,7,6,5,5,6,10,5,6,4,10,7,4,3,5,6,9,4,4,61,AI Engineer
4,8,5,8,9,4,4,7,2,2,8,4,3,7,8,5,3,0,5,100,Full Stack Developer
7,4,3,2,5,5,3,2,6,5,8,7,9,6,4,5,2,3,6,100,Data Analyst
7,3,3,2,4,5,10,5,1,5,10,4,8,5,10,3,5,5,6,90,AI Engineer
7,1,6,6,1,6,9,6,4,7,10,5,5,5,5,5,4,8,8,100,AI Engineer
5,7,5,2,5,7,9,3,8,5,5,3,5,5,6,8,3,9,5,82,Data Analyst
4,5,2,4,5,7,5,2,9,6,10,4,6,5,6,2,6,4,9,96,Data Analyst
2,7,8,9,6,6,9,4,8,5,3,8,3,8,10,8,1,7,10,100,Full Stack Developer
6,1,5,6,3,5,9,4,3,3,10,6,6,3,6,0,7,8,2,92,AI Engineer
9,7,10,4,6,10,3,3,6,7,6,4,4,5,8,8,1,10,6,100,Cybersecurity Engineer
6,4,6,2,7,5,6,6,8,9,7,8,5,7,8,5,6,7,6,52,Cybersecurity Engineer
6,6,5,3,5,8,4,4,3,5,6,7,5,6,10,9,7,7,7,96,Cybersecurity Engineer
10,5,4,9,7,9,8,5,4,3,8,6,7,6,9,6,5,5,8,100,AI Engineer
2,4,9,2,8,1,4,2,7,4,9,9,7,4,2,0,6,6,6,100,AI Engineer
8,5,7,4,2,6,2,1,9,6,9,9,5,4,7,9,4,10,4,100,Data Analyst
4,0,3,7,6,10,2,6,8,5,9,4,2,0,7,4,10,4,6,91,Data Analyst
4,5,6,4,5,6,0,3,4,6,6,7,6,3,9,3,1,2,8,82,Data Analyst
3,9,3,7,7,7,7,7,5,5,9,2,7,9,5,7,7,5,10,84,Full Stack Developer
4,4,4,9,4,6,4,2,5,4,7,4,3,5,6,5,6,7,10,74,Cybersecurity Engineer
8,6,4,1,8,2,3,3,8,5,8,9,5,8,8,3,4,10,5,80,AI Engineer
5,5,5,5,2,6,5,7,4,10,9,5,1,7,8,3,7,5,3,98,Cybersecurity Engineer
10,5,4,2,4,8,6,7,10,2,6,8,5,5,8,3,7,5,7,86,Data Analyst
8,10,5,7,4,5,7,0,3,2,10,9,7,7,7,7,5,3,6,100,AI Engineer
10,7,8,4,2,3,4,6,7,4,9,5,7,8,5,8,3,4,7,70,AI Engineer
6,10,6,3,0,5,6,6,6,7,7,7,8,2,5,7,8,9,5,76,Cybersecurity Engineer
7,4,9,3,9,3,6,6,9,2,7,7,10,8,7,0,6,5,5,73,AI Engineer
4,7,4,6,7,7,4,4,0,4,0,6,7,7,5,8,6,10,3,76,Cybersecurity Engineer
3,5,2,4,0,5,7,5,6,4,6,6,7,3,6,5,10,5,0,30,AI Engineer
7,5,6,4,3,4,3,5,3,10,4,5,9,7,9,7,7,10,6,100,Cybersecurity Engineer
6,6,2,6,4,4,6,0,10,6,6,6,7,2,5,5,6,5,5,100,Data Analyst
6,5,4,3,7,9,0,2,5,8,8,7,4,1,10,1,2,5,4,100,Cybersecurity Engineer
7,1,6,6,3,9,6,6,4,6,10,8,5,3,10,7,2,4,7,100,Data Analyst
10,2,5,3,8,3,4,3,4,5,7,6,3,5,8,9,6,10,4,66,Cybersecurity Engineer
3,3,4,6,4,5,5,4,6,8,8,5,1,5,7,4,6,2,7,100,Data Analyst
7,8,10,5,7,3,5,2,3,2,5,4,4,8,8,10,6,6,10,100,Full Stack Developer
7,5,4,5,4,8,5,1,5,8,10,9,8,4,8,5,7,4,6,100,AI Engineer
6,4,4,7,6,9,6,7,5,7,4,7,9,9,9,7,4,6,7,86,Full Stack Developer
1,6,6,5,1,3,4,4,10,8,3,8,6,6,4,5,5,8,7,95,Cybersecurity Engineer
4,10,5,2,9,3,4,8,6,7,3,5,9,4,0,7,5,3,7,100,Full Stack Developer
10,1,2,9,10,5,5,6,6,4,5,9,7,5,6,10,7,4,4,100,Full Stack Developer
5,4,7,5,1,7,10,5,0,5,9,3,1,7,5,3,8,3,5,98,AI Engineer
3,1,5,9,7,5,4,5,5,6,5,5,8,10,3,7,8,2,3,100,Full Stack Developer
10,7,3,5,8,1,4,3,5,7,7,7,3,9,6,7,5,8,4,53,Cybersecurity Engineer
7,7,1,4,2,8,6,4,8,2,10,10,6,6,8,5,6,3,5,97,Data Analyst
2,10,4,6,3,4,4,0,2,8,0,3,4,10,4,6,7,7,5,100,Cybersecurity Engineer
5,0,8,10,6,4,8,5,7,3,6,6,5,7,4,2,4,2,4,100,Full Stack Developer
4,6,4,1,6,2,5,0,3,4,5,1,5,4,10,9,5,5,9,91,AI Engineer
8,5,1,6,1,8,7,2,10,7,6,4,4,8,6,7,9,2,6,97,Data Analyst
5,4,3,5,6,6,7,3,5,5,10,10,6,3,6,7,4,5,6,100,AI Engineer
4,10,6,9,6,9,1,8,2,2,6,8,8,5,8,5,4,3,2,100,Full Stack Developer
8,9,3,8,9,6,3,9,4,6,10,9,4,10,9,10,3,3,6,100,Full Stack Developer
9,1,5,8,4,5,9,0,10,8,7,10,5,6,5,6,5,5,4,100,Data Analyst
9,4,10,9,8,10,3,5,5,5,4,6,7,1,7,5,5,2,1,90,Full Stack Developer
6,7,9,4,8,6,5,4,6,10,7,2,0,4,6,8,3,9,4,100,Cybersecurity Engineer
3,4,7,4,5,5,4,6,7,9,4,10,0,3,8,8,6,8,8,88,Cybersecurity Engineer
9,5,5,5,6,7,6,3,10,6,9,6,5,5,9,5,4,5,8,84,Data Analyst
7,4,4,4,4,3,4,4,6,10,8,3,6,3,5,7,5,7,5,53,Cybersecurity Engineer
4,3,2,4,3,7,1,4,3,7,5,8,4,7,7,4,5,0,6,100,AI Engineer
6,3,1,6,2,5,4,2,7,10,3,6,6,4,10,4,7,4,8,97,AI Engineer
4,3,6,2,6,10,5,4,10,2,8,4,4,6,6,1,8,4,7,100,Data Analyst
5,3,7,3,3,7,3,2,4,2,10,9,9,3,10,3,10,7,3,100,Data Analyst
3,3,6,7,5,7,6,4,6,0,9,5,3,9,10,8,5,0,9,96,Data Analyst
4,7,4,10,10,5,4,9,5,4,4,7,5,8,8,5,5,6,6,86,Full Stack Developer
8,1,4,0,3,8,7,1,6,3,10,5,6,6,9,4,5,8,6,100,AI Engineer
1,5,4,6,4,4,4,1,3,8,10,6,9,9,6,5,6,7,5,68,Cybersecurity Engineer
4,0,8,8,4,4,0,3,5,7,5,8,6,6,8,4,7,7,3,100,Cybersecurity Engineer
6,1,4,6,5,9,2,7,7,6,0,10,2,5,6,6,7,6,7,95,AI Engineer
4,3,4,4,3,6,10,5,7,6,8,4,1,4,6,6,1,10,10,100,Data Analyst
